id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
896,2022,Kolkata,2022-05-12,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
897,2022,Hyderabad,2022-03-28,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,23,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
898,2022,Delhi,2022-05-08,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Delhi Capitals,56,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
899,2022,Jaipur,2022-03-11,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,36,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
900,2022,Chennai,2022-03-26,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
901,2022,Kolkata,2022-05-21,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,31,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
902,2022,Hyderabad,2022-05-22,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,2,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
903,2022,Delhi,2022-04-02,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,runs,0,Lucknow Super Giants,16,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
904,2022,Jaipur,2022-04-10,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
905,2022,Chennai,2022-04-03,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
906,2022,Kolkata,2022-05-20,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
907,2022,Hyderabad,2022-03-24,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,runs,0,Sunrisers Hyderabad,10,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
908,2022,Delhi,2022-04-25,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
909,2022,Jaipur,2022-03-20,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
910,2022,Chennai,2022-03-25,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,1,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
911,2022,Kolkata,2022-03-13,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,runs,0,Kolkata Knight Riders,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
912,2022,Hyderabad,2022-03-04,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
913,2022,Delhi,2022-05-17,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,bat,wickets,0,Lucknow Super Giants,9,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
914,2022,Jaipur,2022-03-23,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,runs,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
915,2022,Chennai,2022-04-14,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,63,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
916,2022,Kolkata,2022-04-18,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,runs,0,Kolkata Knight Riders,14,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
917,2022,Hyderabad,2022-05-03,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
918,2022,Delhi,2022-03-17,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,bat,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
919,2022,Jaipur,2022-05-05,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
920,2022,Chennai,2022-05-17,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
921,2022,Kolkata,2022-03-15,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,tie,0,Punjab Kings,0,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
922,2022,Hyderabad,2022-03-20,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,20,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
923,2022,Delhi,2022-05-10,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
924,2022,Jaipur,2022-03-03,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,runs,0,Rajasthan Royals,16,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
925,2022,Chennai,2022-05-27,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,66,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
926,2022,Kolkata,2022-05-04,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
927,2022,Hyderabad,2022-05-28,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
928,2022,Delhi,2022-03-06,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
929,2022,Jaipur,2022-04-15,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
930,2022,Chennai,2022-03-08,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
931,2022,Kolkata,2022-05-05,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,27,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
932,2022,Hyderabad,2022-03-08,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
933,2022,Delhi,2022-04-06,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,24,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
934,2022,Jaipur,2022-04-21,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
935,2022,Chennai,2022-04-10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
936,2022,Kolkata,2022-05-26,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,37,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
937,2022,Hyderabad,2022-04-20,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,wickets,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
938,2022,Delhi,2022-05-23,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,18,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
939,2022,Jaipur,2022-04-20,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
940,2022,Chennai,2022-03-09,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
941,2022,Kolkata,2022-05-10,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
942,2022,Hyderabad,2022-03-10,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
943,2022,Delhi,2022-03-13,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,bat,runs,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
944,2022,Jaipur,2022-03-23,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,runs,0,Gujarat Titans,22,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
945,2022,Chennai,2022-05-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
946,2022,Kolkata,2022-03-04,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,26,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
947,2022,Hyderabad,2022-04-26,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
948,2022,Delhi,2022-05-12,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Delhi Capitals,24,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
949,2022,Jaipur,2022-03-10,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,runs,0,Rajasthan Royals,41,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
950,2022,Chennai,2022-05-17,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
951,2022,Kolkata,2022-04-19,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,24,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
952,2022,Hyderabad,2022-05-07,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,runs,0,Mumbai Indians,23,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
953,2022,Delhi,2022-04-10,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
954,2023,Delhi,2023-05-08,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,18,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
955,2023,Mohali,2023-03-18,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,15,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
956,2023,Ahmedabad,2023-03-19,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
957,2023,Mumbai,2023-04-04,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,runs,0,Mumbai Indians,35,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
958,2023,Bangalore,2023-05-22,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,runs,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
959,2023,Delhi,2023-03-16,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,wickets,0,Delhi Capitals,9,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
960,2023,Mohali,2023-03-05,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,29,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
961,2023,Ahmedabad,2023-03-23,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,wickets,0,Chennai Super Kings,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
962,2023,Mumbai,2023-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
963,2023,Bangalore,2023-03-19,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,25,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
964,2023,Delhi,2023-03-06,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
965,2023,Mohali,2023-05-12,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
966,2023,Ahmedabad,2023-05-09,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
967,2023,Mumbai,2023-04-21,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
968,2023,Bangalore,2023-03-17,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
969,2023,Delhi,2023-05-12,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,bat,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
970,2023,Mohali,2023-05-16,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
971,2023,Ahmedabad,2023-05-13,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,runs,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
972,2023,Mumbai,2023-04-25,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
973,2023,Bangalore,2023-03-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
974,2023,Delhi,2023-04-22,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Delhi Capitals,4,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
975,2023,Mohali,2023-05-08,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
976,2023,Ahmedabad,2023-05-01,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
977,2023,Mumbai,2023-04-08,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
978,2023,Bangalore,2023-03-25,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,17,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
979,2023,Delhi,2023-04-27,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
980,2023,Mohali,2023-03-22,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
981,2023,Ahmedabad,2023-03-10,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,runs,0,Gujarat Titans,38,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
982,2023,Mumbai,2023-05-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,runs,0,Rajasthan Royals,30,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
983,2023,Bangalore,2023-03-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,runs,0,Kolkata Knight Riders,32,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
984,2023,Delhi,2023-05-12,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,wickets,0,Delhi Capitals,1,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
985,2023,Mohali,2023-03-20,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
986,2023,Ahmedabad,2023-03-20,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,runs,0,Chennai Super Kings,31,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
987,2023,Mumbai,2023-04-11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
988,2023,Bangalore,2023-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
989,2023,Delhi,2023-03-17,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,runs,0,Lucknow Super Giants,39,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
990,2023,Mohali,2023-05-20,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,46,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
991,2023,Ahmedabad,2023-03-06,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,runs,0,Gujarat Titans,11,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
992,2023,Mumbai,2023-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
993,2023,Bangalore,2023-03-10,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
994,2023,Delhi,2023-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
995,2023,Mohali,2023-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,40,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
996,2023,Ahmedabad,2023-04-24,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,runs,0,Chennai Super Kings,15,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
997,2023,Mumbai,2023-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,runs,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
998,2023,Bangalore,2023-05-25,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
999,2023,Delhi,2023-05-08,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,27,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1000,2023,Mohali,2023-05-28,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1001,2023,Ahmedabad,2023-03-04,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,runs,0,Chennai Super Kings,33,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1002,2023,Mumbai,2023-03-27,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1003,2023,Bangalore,2023-05-17,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1004,2023,Delhi,2023-04-24,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1005,2023,Mohali,2023-03-20,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,31,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1006,2023,Ahmedabad,2023-03-05,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1007,2023,Mumbai,2023-04-18,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1008,2023,Bangalore,2023-03-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1009,2023,Delhi,2023-03-20,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,runs,0,Lucknow Super Giants,22,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1010,2023,Mohali,2023-04-25,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1011,2023,Ahmedabad,2023-05-17,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,42,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1012,2023,Mumbai,2023-04-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1013,2023,Bangalore,2023-05-25,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1014,2023,Delhi,2023-04-24,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1015,2023,Mohali,2023-05-05,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1016,2023,Ahmedabad,2023-03-19,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1017,2023,Mumbai,2023-03-12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,9,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1018,2023,Bangalore,2023-03-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1019,2023,Delhi,2023-05-26,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1020,2023,Mohali,2023-04-14,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,12,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1021,2023,Ahmedabad,2023-03-24,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,25,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1022,2023,Mumbai,2023-03-06,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1023,2023,Bangalore,2023-05-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1024,2023,Delhi,2023-03-26,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,runs,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1025,2023,Mohali,2023-03-14,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
